modified,publisher.name,publisher.subOrganizationOf.name,contactPoint.fn,keyword
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,GSA
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,General Services Administration
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Navy
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,RTF
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,building
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,land
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,military
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,office
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,real property
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,reduce the footprint
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,structure
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,warehouse
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,<nil>
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,FRPP
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,Federal Real Property Profile
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,GSA
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,General Services Administration
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,RTF
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,building
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,civilian
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,land
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,office
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,real property
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,reduce the footprint
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,structure
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,warehouse
2019-05-29,Office of Government-wide Policy,General Services Administration,Chris Coneeney,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,december
2018-11-15,General Services Administration,,Nancy V Hexmoor,november
2018-11-15,General Services Administration,,Nancy V Hexmoor,october
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,December
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,November
2018-11-15,General Services Administration,,James G Parks,October
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Air Force
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Army
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Corps of Engineers
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Department of Defense
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,DoD
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,FRPP
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Federal Real Property Profile
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,GSA
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,General Services Administration
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Navy
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,RTF
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,building
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,land
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,military
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,office
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,real property
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,reduce the footprint
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,structure
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,warehouse
2017-03-29,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,<nil>
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,FRPP
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,Federal Real Property Profile
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,GSA
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,General Services Administration
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,RTF
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,building
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,civilian
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,land
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,office
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,real property
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,reduce the footprint
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,structure
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,warehouse
2019-05-08,Office of Government-wide Policy,General Services Administration,Chris Coneeney,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,february
2018-11-15,General Services Administration,,Nancy V Hexmoor,january
2018-11-15,General Services Administration,,Nancy V Hexmoor,march
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,December
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,November
2018-11-15,General Services Administration,,James G Parks,October
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-11-15,General Services Administration,,James G Parks,April
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,June
2018-11-15,General Services Administration,,James G Parks,May
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,april
2018-11-15,General Services Administration,,Nancy V Hexmoor,june
2018-11-15,General Services Administration,,Nancy V Hexmoor,may
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2018-11-15,General Services Administration,,James G Parks,August
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,July
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,September
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2019-02-04,General Services Administration,,Nancy V Hexmoor,december
2019-02-04,General Services Administration,,Nancy V Hexmoor,november
2019-02-04,General Services Administration,,Nancy V Hexmoor,october
2019-02-04,General Services Administration,,Nancy V Hexmoor,purchase card
2019-02-04,General Services Administration,,Nancy V Hexmoor,transactions
2019-02-04,General Services Administration,,Nancy V Hexmoor,<nil>
2019-02-04,General Services Administration,,Nancy V Hexmoor,december
2019-02-04,General Services Administration,,Nancy V Hexmoor,november
2019-02-04,General Services Administration,,Nancy V Hexmoor,october
2019-02-04,General Services Administration,,Nancy V Hexmoor,purchase card
2019-02-04,General Services Administration,,Nancy V Hexmoor,transactions
2019-02-04,General Services Administration,,Nancy V Hexmoor,<nil>
2019-03-07,General Services Administration,,Toni L Holloway,Contract
2019-03-07,General Services Administration,,Toni L Holloway,Networx Telecommunications
2019-03-07,General Services Administration,,Toni L Holloway,Telecommunications
2019-03-07,General Services Administration,,Toni L Holloway,<nil>
2019-04-29,General Services Administration,,Usha Gopal,Awards
2019-04-29,General Services Administration,,Usha Gopal,Contracts
2019-04-29,General Services Administration,,Usha Gopal,Quote
2019-04-29,General Services Administration,,Usha Gopal,RFQ
2019-04-29,General Services Administration,,Usha Gopal,Schedules
2019-04-29,General Services Administration,,Usha Gopal,e-Buy
2019-04-29,General Services Administration,,Usha Gopal,procurement
2019-04-29,General Services Administration,,Usha Gopal,<nil>
2019-04-29,General Services Administration,,Usha Gopal,Awards
2019-04-29,General Services Administration,,Usha Gopal,Contracts
2019-04-29,General Services Administration,,Usha Gopal,Quote
2019-04-29,General Services Administration,,Usha Gopal,RFQ
2019-04-29,General Services Administration,,Usha Gopal,Schedules
2019-04-29,General Services Administration,,Usha Gopal,e-Buy
2019-04-29,General Services Administration,,Usha Gopal,procurement
2019-04-29,General Services Administration,,Usha Gopal,<nil>
2019-08-01,General Services Administration,,Nancy V Hexmoor,february march
2019-08-01,General Services Administration,,Nancy V Hexmoor,january
2019-08-01,General Services Administration,,Nancy V Hexmoor,purchase card
2019-08-01,General Services Administration,,Nancy V Hexmoor,transactions
2019-08-01,General Services Administration,,Nancy V Hexmoor,<nil>
2019-08-02,General Services Administration,,Nancy V Hexmoor,april
2019-08-02,General Services Administration,,Nancy V Hexmoor,june
2019-08-02,General Services Administration,,Nancy V Hexmoor,may
2019-08-02,General Services Administration,,Nancy V Hexmoor,purchase card
2019-08-02,General Services Administration,,Nancy V Hexmoor,transactions
2019-08-02,General Services Administration,,Nancy V Hexmoor,<nil>
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,FRPP
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,Federal Real Property Profile
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,GSA
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,General Services Administration
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,RTF
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,building
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,civilian
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,land
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,office
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,real property
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,reduce the footprint
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,structure
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,warehouse
2020-05-23,Office of Government-wide Policy,General Services Administration,Chris Coneeney,<nil>
2019-07-25,General Services Administration,,Toni L Holloway,Contract
2019-07-25,General Services Administration,,Toni L Holloway,Networx Telecommunications
2019-07-25,General Services Administration,,Toni L Holloway,Telecommunications
2019-07-25,General Services Administration,,Toni L Holloway,<nil>
2019-06-14,General Services Administration,,Citizen Science Team,citizenscience
2019-06-14,General Services Administration,,Citizen Science Team,crowdsourcing
2019-06-14,General Services Administration,,Citizen Science Team,science
2019-06-14,General Services Administration,,Citizen Science Team,<nil>
2022-05-10T19:03:03.464Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,Networx Telecommunications
2022-05-10T19:03:03.464Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,networx business volume
2022-05-10T19:03:03.464Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,telecommunications
2022-05-10T19:03:03.464Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,<nil>
2022-03-14T20:38:29.038Z,Office of Government-wide Policy,Office of Government-wide Policy,Travel Policy Office,relocation
2022-03-14T20:38:29.038Z,Office of Government-wide Policy,Office of Government-wide Policy,Travel Policy Office,travel
2022-03-14T20:38:29.038Z,Office of Government-wide Policy,Office of Government-wide Policy,Travel Policy Office,<nil>
2022-03-15T11:30:12.472Z,Office of Government-wide Policy,Office of Government-wide Policy,Travel Policy Office,travel
2022-03-15T11:30:12.472Z,Office of Government-wide Policy,Office of Government-wide Policy,Travel Policy Office,<nil>
2022-05-10T19:04:21.449Z,Federal Acquisition Service,General Services Administration,Toni Holloway,Networx Telecommunications
2022-05-10T19:04:21.449Z,Federal Acquisition Service,General Services Administration,Toni Holloway,networx business volume
2022-05-10T19:04:21.449Z,Federal Acquisition Service,General Services Administration,Toni Holloway,telecommunications
2022-05-10T19:04:21.449Z,Federal Acquisition Service,General Services Administration,Toni Holloway,<nil>
2022-06-14T16:35:12.715Z,Federal Acquisition Service,General Services Administration,Loren Smith,EIS
2022-06-14T16:35:12.715Z,Federal Acquisition Service,General Services Administration,Loren Smith,business-volume
2022-06-14T16:35:12.715Z,Federal Acquisition Service,General Services Administration,Loren Smith,enterprise-infrastructure
2022-06-14T16:35:12.715Z,Federal Acquisition Service,General Services Administration,Loren Smith,gsa
2022-06-14T16:35:12.715Z,Federal Acquisition Service,General Services Administration,Loren Smith,telecommunications
2022-06-14T16:35:12.715Z,Federal Acquisition Service,General Services Administration,Loren Smith,<nil>
2022-07-05T14:20:41.971Z,Federal Acquisition Service,General Services Administration,GSA Fleet,api
2022-07-05T14:20:41.971Z,Federal Acquisition Service,General Services Administration,GSA Fleet,<nil>
2022-07-11T14:15:09.532Z,General Services Administration,General Services Administration,API Help Team,api
2022-07-11T14:15:09.532Z,General Services Administration,General Services Administration,API Help Team,<nil>
2022-07-11T14:18:24.958Z,Federal Acquisition Service,General Services Administration,FAS Digital Support,contracts
2022-07-11T14:18:24.958Z,Federal Acquisition Service,General Services Administration,FAS Digital Support,vendors
2022-07-11T14:18:24.958Z,Federal Acquisition Service,General Services Administration,FAS Digital Support,<nil>
2022-07-11T14:21:42.496Z,General Services Administration,General Services Administration,GSA API Standards Team,Auctions
2022-07-11T14:21:42.496Z,General Services Administration,General Services Administration,GSA API Standards Team,api
2022-07-11T14:21:42.496Z,General Services Administration,General Services Administration,GSA API Standards Team,<nil>
2022-07-11T14:24:56.843Z,General Services Administration,General Services Administration,Regulations Help Desk,api
2022-07-11T14:24:56.843Z,General Services Administration,General Services Administration,Regulations Help Desk,regulations
2022-07-11T14:24:56.843Z,General Services Administration,General Services Administration,Regulations Help Desk,<nil>
2022-07-11T14:28:13.466Z,General Services Administration,General Services Administration,Search.gov Help Team,api
2022-07-11T14:28:13.466Z,General Services Administration,General Services Administration,Search.gov Help Team,search
2022-07-11T14:28:13.466Z,General Services Administration,General Services Administration,Search.gov Help Team,<nil>
2022-07-11T14:30:47.804Z,General Services Administration,General Services Administration,Search.gov Help Team,api
2022-07-11T14:30:47.804Z,General Services Administration,General Services Administration,Search.gov Help Team,search.gov
2022-07-11T14:30:47.804Z,General Services Administration,General Services Administration,Search.gov Help Team,<nil>
2022-07-11T14:33:35.554Z,General Services Administration,General Services Administration,Help Team,api
2022-07-11T14:33:35.554Z,General Services Administration,General Services Administration,Help Team,<nil>
2022-08-04T13:47:28.294Z,Federal Acquisition Service,General Services Administration,IAE Outreach,SAM.gov
2022-08-04T13:47:28.294Z,Federal Acquisition Service,General Services Administration,IAE Outreach,<nil>
2022-08-04T13:52:48.671Z,General Services Administration,General Services Administration,Farbod Sedghi,acquisition
2022-08-04T13:52:48.671Z,General Services Administration,General Services Administration,Farbod Sedghi,api
2022-08-04T13:52:48.671Z,General Services Administration,General Services Administration,Farbod Sedghi,<nil>
2022-08-04T13:55:54.294Z,General Services Administration,General Services Administration,API Team,api
2022-08-04T13:55:54.294Z,General Services Administration,General Services Administration,API Team,data
2022-08-04T13:55:54.294Z,General Services Administration,General Services Administration,API Team,<nil>
2022-08-04T14:00:40.482Z,General Services Administration,General Services Administration,Office for Federal Building Health and Performance,api
2022-08-04T14:00:40.482Z,General Services Administration,General Services Administration,Office for Federal Building Health and Performance,sustainability
2022-08-04T14:00:40.482Z,General Services Administration,General Services Administration,Office for Federal Building Health and Performance,<nil>
2022-08-04T14:03:20.390Z,General Services Administration,General Services Administration,US Digital Registry Team,api
2022-08-04T14:03:20.390Z,General Services Administration,General Services Administration,US Digital Registry Team,digital repositry
2022-08-04T14:03:20.390Z,General Services Administration,General Services Administration,US Digital Registry Team,<nil>
2022-08-15T14:37:12.454Z,Federal Acquisition Service,General Services Administration,Toni Holloway,Networx Telecommunications
2022-08-15T14:37:12.454Z,Federal Acquisition Service,General Services Administration,Toni Holloway,networx business volume
2022-08-15T14:37:12.454Z,Federal Acquisition Service,General Services Administration,Toni Holloway,telecommunications
2022-08-15T14:37:12.454Z,Federal Acquisition Service,General Services Administration,Toni Holloway,<nil>
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,FRPP
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,Federal Property
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,General Services Property
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,Real Property Theme
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,geospatial
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,gsa
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,real estate
2023-10-06T19:13:22.373Z,General Services Administration,General Services Administration,Stephanie Klodzen,<nil>
2022-09-30T14:38:26.368Z,Public Buildings Service,General Services Administration,Matt Crothers,capital investment
2022-09-30T14:38:26.368Z,Public Buildings Service,General Services Administration,Matt Crothers,leasing
2022-09-30T14:38:26.368Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:38:26.368Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:43:42.560Z,Public Buildings Service,General Services Administration,Matt Crothers,customer engagement
2022-09-30T14:43:42.560Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:43:42.560Z,Public Buildings Service,General Services Administration,Matt Crothers,portfolio management
2022-09-30T14:43:42.560Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:47:29.381Z,Public Buildings Service,General Services Administration,Matt Crothers,broker
2022-09-30T14:47:29.381Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:47:29.381Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:47:44.476Z,Public Buildings Service,General Services Administration,Matt Crothers,lease turnover
2022-09-30T14:47:44.476Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:47:44.476Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:50:24.848Z,Public Buildings Service,General Services Administration,Matt Crothers,leasing
2022-09-30T14:50:24.848Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:50:24.848Z,Public Buildings Service,General Services Administration,Matt Crothers,policy
2022-09-30T14:50:24.848Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:51:13.754Z,Public Buildings Service,General Services Administration,Matt Crothers,leasing
2022-09-30T14:51:13.754Z,Public Buildings Service,General Services Administration,Matt Crothers,leasing desk
2022-09-30T14:51:13.754Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:51:13.754Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:54:32.048Z,Public Buildings Service,General Services Administration,Matt Crothers,lease
2022-09-30T14:54:32.048Z,Public Buildings Service,General Services Administration,Matt Crothers,lease documents
2022-09-30T14:54:32.048Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:54:32.048Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:56:55.570Z,Public Buildings Service,General Services Administration,Matt Crothers,lease inventory
2022-09-30T14:56:55.570Z,Public Buildings Service,General Services Administration,Matt Crothers,leases
2022-09-30T14:56:55.570Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:56:55.570Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-09-30T14:59:14.149Z,Public Buildings Service,General Services Administration,Matt Crothers,pbs
2022-09-30T14:59:14.149Z,Public Buildings Service,General Services Administration,Matt Crothers,sustainability
2022-09-30T14:59:14.149Z,Public Buildings Service,General Services Administration,Matt Crothers,<nil>
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,FRPP
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,Federal Real Property Profile
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,General Services Administration
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,Installation Name
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,building
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,land
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,real property
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,structure
2022-11-10T20:39:28.094Z,General Services Administration,General Services Administration,Stephanie Klodzen,<nil>
2022-11-14T15:17:59.295Z,Federal Acquisition Service,General Services Administration,Toni Holloway,Networx
2022-11-14T15:17:59.295Z,Federal Acquisition Service,General Services Administration,Toni Holloway,billing
2022-11-14T15:17:59.295Z,Federal Acquisition Service,General Services Administration,Toni Holloway,networx business volume
2022-11-14T15:17:59.295Z,Federal Acquisition Service,General Services Administration,Toni Holloway,telecommunications
2022-11-14T15:17:59.295Z,Federal Acquisition Service,General Services Administration,Toni Holloway,<nil>
2023-08-18T20:04:36.996Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,Networx
2023-08-18T20:04:36.996Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,billing
2023-08-18T20:04:36.996Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,networx business volume
2023-08-18T20:04:36.996Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,telecommunications
2023-08-18T20:04:36.996Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,<nil>
2024-02-02T16:13:49.983Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,Business Volume
2024-02-02T16:13:49.983Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,eis
2024-02-02T16:13:49.983Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,enterprise-infrastructure
2024-02-02T16:13:49.983Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,gsa
2024-02-02T16:13:49.983Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,telecommunications
2024-02-02T16:13:49.983Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,<nil>
2023-05-31T14:20:56.631Z,General Services Administration,General Services Administration,Ryan Wold,CX
2023-05-31T14:20:56.631Z,General Services Administration,General Services Administration,Ryan Wold,HISP
2023-05-31T14:20:56.631Z,General Services Administration,General Services Administration,Ryan Wold,customer experience
2023-05-31T14:20:56.631Z,General Services Administration,General Services Administration,Ryan Wold,services
2023-05-31T14:20:56.631Z,General Services Administration,General Services Administration,Ryan Wold,<nil>
2023-05-31T14:25:55.579Z,General Services Administration,General Services Administration,Ryan Wold,CX
2023-05-31T14:25:55.579Z,General Services Administration,General Services Administration,Ryan Wold,customer experience
2023-05-31T14:25:55.579Z,General Services Administration,General Services Administration,Ryan Wold,services
2023-05-31T14:25:55.579Z,General Services Administration,General Services Administration,Ryan Wold,<nil>
2023-05-31T14:28:53.665Z,General Services Administration,General Services Administration,Ryan Wold,customer experience
2023-05-31T14:28:53.665Z,General Services Administration,General Services Administration,Ryan Wold,cx
2023-05-31T14:28:53.665Z,General Services Administration,General Services Administration,Ryan Wold,data collection
2023-05-31T14:28:53.665Z,General Services Administration,General Services Administration,Ryan Wold,data reporting
2023-05-31T14:28:53.665Z,General Services Administration,General Services Administration,Ryan Wold,services
2023-05-31T14:28:53.665Z,General Services Administration,General Services Administration,Ryan Wold,<nil>
2023-05-31T14:32:50.775Z,General Services Administration,General Services Administration,Ryan Wold,customer experience
2023-05-31T14:32:50.775Z,General Services Administration,General Services Administration,Ryan Wold,cx
2023-05-31T14:32:50.775Z,General Services Administration,General Services Administration,Ryan Wold,data collection
2023-05-31T14:32:50.775Z,General Services Administration,General Services Administration,Ryan Wold,data reporting
2023-05-31T14:32:50.775Z,General Services Administration,General Services Administration,Ryan Wold,services
2023-05-31T14:32:50.775Z,General Services Administration,General Services Administration,Ryan Wold,<nil>
2023-08-22T18:14:00.708Z,General Services Administration,General Services Administration,Monica Fitzgerald,authority
2023-08-22T18:14:00.708Z,General Services Administration,General Services Administration,Monica Fitzgerald,delegation
2023-08-22T18:14:00.708Z,General Services Administration,General Services Administration,Monica Fitzgerald,<nil>
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,Civilian
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,FRPP
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,Federal Real Property Profile
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,General Services Property
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,RTF
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,Real Estate
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,Warehouse
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,building
